access,rank,runtime-with-openclose,runtime,throughput-withopenclose,throughput
read,0,2.9170785594e+02,2.9170404696e+02,2.4784333271e+09,2.4784656897e+09
read,1,2.9170785689e+02,2.9170404291e+02,2.4784333190e+09,2.4784657241e+09
read,2,2.9170786405e+02,2.9170404720e+02,2.4784332582e+09,2.4784656876e+09
read,3,2.9170786285e+02,2.9170404482e+02,2.4784332683e+09,2.4784657079e+09
read,4,2.9170785594e+02,2.9170404410e+02,2.4784333271e+09,2.4784657140e+09
read,5,2.9170786405e+02,2.9170404196e+02,2.4784332582e+09,2.4784657322e+09
read,6,2.9170785403e+02,2.9170403695e+02,2.4784333433e+09,2.4784657747e+09
read,7,2.9170785308e+02,2.9170405507e+02,2.4784333514e+09,2.4784656208e+09
read,8,2.9170785618e+02,2.9170405698e+02,2.4784333251e+09,2.4784656046e+09
read,9,2.9170786500e+02,2.9170405602e+02,2.4784332501e+09,2.4784656127e+09
read,10,2.9170786691e+02,2.9170404887e+02,2.4784332339e+09,2.4784656735e+09
read,11,2.9170785403e+02,2.9170405197e+02,2.4784333433e+09,2.4784656471e+09
